timestamp;MAC;subcarrier;amplitude;phase;RSSI;frame_control
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;19;457.9475952552;-2.0969845781;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;20;474.6472374301;-2.2577117251;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;21;488.2151165214;-2.2720910262;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;22;568.0862610555;-2.7228321310;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;23;558.8130277651;-3.0412117505;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;24;557.3302432131;2.9684795428;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;25;539.7082545228;2.5983132946;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;26;472.1493407811;2.3097511499;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;27;471.9427931434;2.0581361843;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;28;11265.0000000000;0.0000000000;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;29;38263.4371691828;-2.1198214666;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;30;0.0000000000;0.0000000000;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;31;3323.4808559701;-1.3601232941;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;32;3234.3778381630;-0.3221416377;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;33;5224.1418434036;-1.7678915638;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;34;5970.2095440612;2.1106987640;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;35;7798.9456338662;-1.9758059681;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;36;652.0897177536;-0.2892535078;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;37;601.4798417237;-0.6272072400;-78.0000000000;148
